Word,Length,SUBTLWF,Ortho_N,Phono_N,Concreteness_Rating,Age_Of_Acquisition,BG_Mean,Pron,NPhon,NSyll,NMorph,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
rearmed,7,0.08,0,0,#,12.53,"2,688.50","r%i.""Armd",6,2,3,804.682,0.88
rearmost,8,#,0,0,3.62,#,"2,182.71","r""Ir.m%ost",7,2,2,787.4,0.893
rearrange,9,1.73,0,0,3.26,8.11,"2,702.88","r%i@`.r""endZ",7,2,2,654.519,1
rearranged,10,0.75,0,0,#,8.11,"2,900.89","r%i@`.r""endZd",8,2,3,676.37,1
rearrangement,13,0.06,0,0,3.28,9.39,"2,600.75","r%i@`.r""endZ.m@nt",11,3,3,736.16,1
rearranging,11,0.65,0,0,#,8.11,"3,180.40","r%i@`.r""endZ.IN",9,3,3,688.565,0.958
rearward,8,0.06,0,0,#,11.22,"1,950.14","r""Ir.w@`d",6,2,2,846.5,0.636
reason,6,193.29,1,5,1.93,7.84,"2,639.40","r""i.zn=",4,2,1,592.63,1
reasonable,10,18.55,2,1,1.78,8.32,"2,247.33","r""i.zn=.@.bl=",7,4,2,659.391,1
reasonably,10,2.31,1,0,2.04,#,"2,039.33","r""i.zn=.@.bli",8,4,3,696.444,1
reasoned,8,0.53,1,2,1.64,7.84,"2,851.00","r""i.zn=d",5,2,2,604.926,1
reasoning,9,1.82,1,1,1.39,10.14,"3,191.13","r""i.zn=.IN",6,3,2,624.926,1
reasons,7,32.45,1,4,#,7.84,"2,508.83","r""i.zn=z",5,2,2,552.889,1
reassemble,10,0.37,0,0,2.93,9.05,"1,938.67","r%i@.s""Em.bl=",8,3,3,784.63,1
reassembled,11,0.12,0,0,#,9.05,"2,193.30","r%i@.s""Em.bl=d",9,3,4,777.778,0.964
reassert,8,0.04,0,0,1.68,11.68,"2,653.71","r%i@.s""3`t",6,2,3,716.12,1
reasserting,11,#,0,0,#,#,"3,416.70","r%i@.s""3`4.IN",8,3,4,863.667,0.96
reassign,8,0.53,0,1,2.38,11,"1,734.29","r%i@.s""aIn",6,2,2,710.923,0.963
reassurance,11,0.59,0,0,1.85,10.68,"2,121.70","r%i@.S""Ur.@ns",9,3,4,720.481,1
reassure,8,0.88,0,0,2.29,9.33,"2,305.14","r%i@.S""Ur",6,2,3,740.038,1
reassured,9,0.45,0,0,1.93,9.33,"2,577.63","r%i@.S""Urd",7,2,4,678.778,1
reassuring,10,1.41,0,0,1.97,#,"2,809.11","r%i@.S""Ur.IN",8,3,4,728.074,0.964
reassuringly,12,#,0,0,1.96,#,"2,478.36","r%i@.S""Ur.IN.li",10,4,5,794.385,1
reawaken,8,0.06,0,0,2.04,9.16,"1,756.00","r%i@.w""ek.@n",8,3,4,712.889,0.964
rebate,6,0.31,2,0,3.21,12.21,"2,826.80","r""i.bet",5,2,1,687.92,0.893
Rebecca,7,#,0,0,#,#,"1,494.67","rI.b""E.k@",6,3,1,627.724,1
rebel,5,5.35,2,5,3.07,9.95,"1,843.25","r""E.bl=",4,2,1,575.037,1
rebelled,8,0.37,1,1,#,9.95,"2,413.00","rI.b""Eld",6,2,2,609.222,1
rebelling,9,0.33,2,0,#,9.95,"2,819.00","rI.b""El.IN",7,3,2,652.24,0.962
rebellion,9,2.55,0,1,2.93,10,"2,356.50","rI.b""El.j@n",8,3,2,613.185,1
rebellions,10,0.2,1,0,#,10,"2,300.89","rI.b""El.j@nz",9,3,3,655.808,0.929
rebellious,10,0.92,1,1,2.3,10.26,"1,932.11","rI.b""El.j@s",8,3,2,693.63,1
rebelliously,12,#,0,0,1.97,#,"1,760.27","rI.b""El.j@s.li",10,4,3,787.792,0.857
rebels,6,4.9,2,3,#,9.95,"1,557.60","r""E.bl=z",5,2,2,630,0.893
rebind,6,#,1,1,3.21,#,"2,810.80","r%i.b""aInd",6,2,2,680.519,1
rebirth,7,1.04,0,0,2.21,10,"1,422.00","r%i.b""3`T",5,2,2,593.714,1
reborn,6,2.61,0,1,2.14,10.39,"1,754.40","r%i.b""Orn",6,2,2,586.615,1
rebound,7,2.78,1,1,2.69,9.39,"1,806.33","r""i.baUnd",6,2,2,597.556,0.964
rebuff,6,0.08,0,1,2.15,13,"1,165.40","rI.b""Vf",5,2,1,601.261,0.92
rebuffed,8,0.1,0,0,#,13,"1,554.71","rI.b""Vft",6,2,2,749.704,1
rebuild,7,3.37,1,2,3.5,8.95,"1,249.33","r%i.b""Ild",6,2,2,621.071,1
rebuilding,10,1.31,0,0,#,8.95,"2,243.00","r%i.b""Ild.IN",8,3,3,686.393,1
rebuilds,8,0.1,0,0,#,8.95,"1,130.14","r%i.b""Ildz",7,2,3,645.357,1
rebuilt,7,1.43,1,1,3.55,8.95,"1,256.33","r%i.b""Ilt",6,2,2,711.4,0.962
rebuke,6,0.29,0,0,2.07,13,"1,244.20","rI.bj""uk",6,2,1,651.083,0.857
rebuked,7,0.18,0,0,#,13,"1,784.33","rI.bj""ukt",7,2,2,674.05,0.87
rebut,5,0.16,1,1,2.28,12.33,"1,560.25","rI.b""Vt",5,2,1,750.45,0.8
rebuttal,8,0.76,0,0,2.93,14.44,"1,693.43","rI.b""V4.l=",6,3,2,776.542,0.857
rebutted,8,0.02,0,0,#,#,"2,256.14","rI.b""V4.@d",7,3,2,628.591,0.786
recalcitrance,13,0.06,0,1,1.75,15.91,"2,105.50","rI.k""al.sI.tr@ns",12,4,2,909.222,0.474
recalcitrant,12,0.12,0,1,#,15,"2,295.82","rI.k""al.sI.tr@nt",12,4,2,962.5,0.533
recalculated,12,0.41,0,0,#,11.53,"2,505.82","r%i.k""al.kj@.l%e4.@d",13,5,4,817.889,1
recalculation,13,#,0,0,2.38,#,"2,547.92","r%i.kal.kj@.l""e.Sn=",12,5,4,849.346,0.963
recall,6,19.67,0,1,2.14,11.45,"2,465.60","rI.k""Ol",5,2,2,599.393,1
recalled,8,1.57,0,2,#,11.45,"2,889.86","rI.k""Old",6,2,3,636.88,0.962
recalling,9,0.41,0,0,#,11.45,"3,236.25","rI.k""Ol.IN",7,3,3,625.893,1
recalls,7,0.51,0,1,#,11.45,"2,123.83","rI.k""Olz",6,2,3,571.154,1
recant,6,0.53,4,1,2.03,13.73,"2,829.60","rI.k""ant",6,2,2,791.182,0.815
recantation,11,#,0,0,2.32,#,"3,209.70","r%i.kant.""e.Sn=",9,4,3,948.381,0.808
recanted,8,0.18,1,3,#,13.73,"3,289.71","rI.k""an4.@d",8,3,3,849.333,0.84
recap,5,0.86,0,1,2.48,9.83,"2,130.00","r""i.kap",5,2,2,644.76,1
recapitulate,12,0.04,0,0,#,16.67,"2,171.55","r%i.k@.p""I.tSu.let",11,5,3,824.5,0.769
recapitulation,14,0.02,0,0,#,14.33,"2,414.08","r%i.k@.p%I.tSu.l""e.Sn=",12,6,4,884.4,0.37
recapture,9,0.8,0,0,3.07,10.42,"1,939.75","r%i.k""ap.tS@`",7,3,3,712.296,1
recaptured,10,0.27,0,0,#,10.42,"2,222.56","r%i.k""ap.tS@`d",8,3,4,658.5,1
recast,6,0.31,2,0,3,11.95,"2,532.80","r%i.k""ast",6,2,2,666.074,1
recede,6,0.12,1,2,3.04,11.65,"2,912.40","rI.s""id",5,2,2,703.28,1
receded,7,0.16,1,2,#,11.65,"3,174.50","rI.s""i4.@d",7,3,3,786.654,1
receding,8,0.55,1,2,#,#,"3,521.71","rI.s""i4.IN",7,3,3,645.963,1
receipt,7,7.43,0,5,4.86,8.53,"1,445.83","rI.s""it",5,2,1,674.636,1
receipts,8,3.45,0,2,4.52,8.53,"1,383.00","rI.s""its",6,2,2,722.435,0.958
receive,7,19.45,1,0,2.69,8.11,"1,760.00","r@.s""iv",5,2,2,613.615,1
received,8,28.16,3,2,2.67,8.11,"2,149.29","r@.s""ivd",6,2,3,633.111,1
receiver,8,2.96,2,2,3.66,10.17,"2,388.86","r@.s""iv.@`",6,3,3,634.115,1
receivers,9,0.55,0,0,#,10.17,"2,273.88","r@.s""iv.@`z",7,3,4,729.077,1
receives,8,1.55,3,2,#,8.11,"2,149.86","r@.s""ivz",6,2,3,694.48,1
receiving,9,7.69,1,0,#,8.11,"2,530.00","r@.s""iv.IN",7,3,3,639.037,1
recent,6,13.12,6,3,2.5,8.13,"2,862.00","r""i.sn=t",5,2,1,625.792,0.96
recently,8,26.04,1,1,1.89,#,"2,324.86","r""i.sn=t.li",7,3,2,601.429,1
receptacle,10,0.43,0,0,4.58,10.24,"1,761.00","rI.s""Ep.t@.kl=",9,4,3,763.095,0.875
reception,9,11.14,1,1,2.93,9.17,"2,550.50","rI.s""Ep.Sn=",7,3,3,692.222,1
receptionist,12,1.9,0,0,4.36,9.95,"2,567.82","rI.s""Ep.Sn=.Ist",10,4,4,712.385,0.963
receptionist's,14,#,0,0,#,#,"2,259.85","rI.s""Ep.Sn=.Ists",11,4,5,731.037,0.964
receptions,10,0.24,0,0,#,9.17,"2,473.33","rI.s""Ep.Sn=z",8,3,4,746.25,0.889
receptive,9,1.18,1,1,2.21,12.26,"2,008.00","rI.s""Ep.tIv",8,3,3,753.2,1
recess,6,3.49,0,2,3.07,6.33,"2,707.20","r""i.sEs",5,2,2,642.643,1
recessed,8,0.31,0,0,#,6.33,"2,864.57","rI.s""Est",6,2,3,684.154,0.963
recession,9,0.45,1,1,2.42,13.74,"2,793.50","rI.s""E.Sn=",6,3,3,666.667,1
recessive,9,0.08,0,0,2.04,13.06,"2,251.00","rI.s""Es.Iv",7,3,3,761.64,0.926
recharge,8,1.18,0,0,3.14,8.61,"1,855.43","r%i.tS""ArdZ",6,2,2,680.692,1
rechartering,12,#,0,0,#,#,"3,338.09","r%i.tS""Ar.4@`.IN",9,4,3,871.375,0.96
recheck,7,0.53,0,0,2.08,9.85,"1,892.33","r%i.tS""Ek",5,2,2,836.045,0.846
recidivism,10,0.18,0,0,#,15.8,"1,608.67","rI.s""I.4@.v%I.zm=",10,5,2,946.3,0.556
recipe,6,7.61,1,0,4.43,6.95,"1,803.80","r""E.s@.pi",6,3,1,594,0.963
recipes,7,2.24,0,0,#,6.95,"2,251.33","r""E.s@.piz",7,3,2,633.231,1
recipient,9,1.16,0,0,3.86,7.89,"2,033.00","rI.s""I.pi@nt",9,3,2,730.2,0.962
recipients,10,0.27,0,0,#,7.89,"1,918.89","rI.s""I.pi@nts",10,3,3,722.615,1
reciprocal,10,0.45,0,0,2.46,11.8,"1,817.67","rI.s""I.pr@.k@l",10,4,2,762.654,0.963
reciprocate,11,0.51,0,0,2.15,13,"2,187.10","rI.s""I.pr@.ket",10,4,2,821.292,0.923
reciprocity,11,0.18,0,0,2.34,14.83,"1,535.70","r%E.sI.pr""A.s@.4i",11,5,2,787,0.773
recital,7,2.94,0,0,3.86,6.95,"2,324.67","r@.s""aI4.l=",6,3,3,757.125,0.923
recitals,8,0.22,0,0,#,6.95,"2,051.86","r@.s""aI4.l=z",7,3,4,800.464,1
recitation,10,0.47,0,0,3.08,13.56,"2,995.11","r%E.s@t.""e.Sn=",8,4,3,910.389,0.857
recitative,10,#,0,0,#,#,"2,512.89","r%E.s@.4@.t""iv",9,4,3,982.5,0.375
recite,6,3,1,0,3.93,8.16,"2,680.40","r@.s""aIt",5,2,2,645.16,0.926
recited,7,0.33,0,0,#,8.16,"2,981.17","r@.s""aI4.@d",7,3,3,729.393,1
reciting,8,0.59,0,0,#,8.16,"3,514.00","r@.s""aI4.IN",7,3,3,802.154,0.963
reckless,8,4.92,0,1,2.36,9.06,"2,342.71","r""Ek.l@s",6,2,2,586.962,0.963
recklessness,12,0.29,0,0,2.11,10.68,"2,263.73","r""Ek.l@s.n@s",9,3,3,700.808,1
reckon,6,11.69,1,1,1.74,8.84,"2,286.20","r""E.k@n",5,2,1,613.893,1
reckoned,8,0.75,1,3,#,8.84,"2,598.71","r""E.k@nd",6,2,2,740.741,0.964
reckoning,9,1.08,1,1,1.86,12.89,"2,970.38","r""E.k@n.IN",7,3,2,652.241,1
reckonings,10,#,0,0,#,#,"2,670.67","r""E.k@n.INz",8,3,3,665.852,0.931
reckons,7,0.55,1,2,#,8.84,"2,214.50","r""E.k@nz",6,2,2,644.185,1
reclaim,7,1.39,0,0,1.76,10.61,"1,707.83","rI.kl""em",6,2,2,613.885,0.963
reclaimed,9,0.25,1,1,#,10.61,"2,059.13","rI.kl""emd",7,2,3,696.4,0.962
reclamation,11,0.37,1,1,2.28,13.37,"2,713.90","r%E.kl@m.""e.Sn=",9,4,3,774.429,0.75
reclassification,16,#,1,1,2.19,#,"2,308.87","r%i.klas.@.f@.k""e.Sn=",13,6,4,807.292,1
reclassified,12,0.1,0,0,#,#,"1,836.73","r%i.kl""as.@.faId",10,4,4,760.179,1
recline,7,0.16,1,1,3.93,8.53,"3,056.83","rI.kl""aIn",6,2,2,654.393,1
reclining,9,0.43,1,1,4,8.79,"3,549.75","rI.kl""aIn.IN",8,3,3,795.038,1
recluse,7,0.67,0,0,3.28,11.28,"1,750.50","rI.kl""us",6,2,1,746.36,0.893
recognition,11,4.57,0,0,2.39,9.5,"2,465.30","r%E.k@g.n""I.Sn=",9,4,3,661.222,0.964
recognizable,12,0.61,0,0,2.16,8.58,"1,541.00","r""E.k@g.n%aIz.@.bl=",11,5,3,693.8,0.926
recognizance,12,0.35,0,0,#,13.73,"1,623.82","rI.k""Ag.nI.zn=s",10,4,3,734.167,0.261
recognize,9,34.31,0,0,2.07,8.89,"1,460.63","r""E.k@g.naIz",8,3,2,586.786,0.966
recognized,10,8.98,1,0,#,8.89,"1,796.67","r""E.k@g.naIzd",9,3,3,647.8,1
recognizes,10,2,1,0,#,8.89,"1,797.11","r""E.k@g.n%aIz.@z",10,4,3,644.481,1
recognizing,11,0.8,0,0,#,8.89,"2,212.00","r""E.k@g.n%aIz.IN",10,4,3,637.679,1
recoil,6,0.43,0,1,3.55,10.74,"2,019.80","rI.k""OIl",5,2,2,683.571,1
recoiled,8,0.06,0,1,#,10.74,"2,571.43","rI.k""OIld",6,2,3,638.929,1
recollect,9,1.06,0,0,1.9,9.67,"2,136.13","r%E.k@.l""Ekt",8,3,1,719.72,0.893
recollected,11,0.06,0,0,2.21,#,"2,596.90","r%E.k@.l""Ekt.@d",10,4,2,781.536,0.966
recollection,12,1.57,0,0,2.07,10.61,"2,634.55","r%E.k@.l""Ek.Sn=",9,4,2,717.25,0.857
recollections,13,0.35,0,0,#,10.61,"2,569.67","r%E.k@.l""Ek.Sn=z",10,4,3,767.818,0.88
recommence,10,0.04,0,0,#,13.58,"2,055.89","r%i.k@.m""Ens",8,3,2,909.941,0.773
recommend,9,14,0,0,1.74,9.11,"2,154.38","r%E.k@.m""End",8,3,1,636.808,1
recommendation,14,5.06,0,0,2.87,10.86,"2,603.15","r%E.k@.mEnd.""e.Sn=",11,5,2,675.2,0.926
recommendations,15,1.55,0,0,#,10.86,"2,549.79","r%E.k@.mEnd.""e.Sn=z",12,5,3,749.92,0.962
recommended,11,5.33,0,1,#,9.11,"2,432.10","r%E.k@.m""En4.@d",10,4,2,614.115,0.963
recommending,12,1.59,0,0,#,9.11,"2,720.55","r%E.k@.m""En4.IN",10,4,2,680.714,1
recommends,10,0.55,0,0,#,9.11,"1,961.11","r%E.k@.m""Endz",9,3,2,659.615,0.963
recompense,10,0.25,0,0,#,13.35,"2,197.56","r""E.k@m.pEns",9,3,3,772.611,0.692
reconcile,9,1.14,0,0,1.79,10.47,"2,519.38","r""E.k@n.saIl",8,3,2,669.077,1
reconciled,10,0.67,1,1,#,10.47,"2,737.78","r""E.k@n.saIld",9,3,3,768.5,1
reconciles,10,0.04,1,1,#,10.47,"2,738.22","r""E.k@n.saIlz",9,3,3,800.462,0.929
reconciliation,14,1.02,0,0,2.19,10.82,"2,821.46","r%E.k@n.sIl.i.""e.Sn=",12,6,3,871.333,0.923
reconciling,11,0.16,0,0,1.68,10.47,"3,030.10","r""E.k@n.s%aIl.IN",10,4,3,786.739,0.885
recondition,11,0.02,0,0,2.61,11.74,"3,063.00","r%i.k@n.d""I.Sn=",9,4,2,779.36,0.926
reconditioning,14,0.14,0,0,#,11.74,"3,304.77","r%i.k@n.d""I.Sn=.IN",11,5,3,787,1
reconnaissance,14,1.73,0,0,2.04,12.78,"2,093.39","rI.k""A.n@.sn=s",9,4,1,937.6,0.714
reconsider,10,5.02,0,0,1.97,9.68,"2,898.44","r%i.k@n.s""I.4@`",9,4,2,690.962,1
reconsideration,15,0.08,0,0,1.59,12,"3,233.43","r%i.k@n.s%I.4@`.""e.Sn=",12,6,3,842.107,1
reconsidered,12,0.47,0,0,#,9.68,"3,192.09","r%i.k@n.s""I.4@`d",10,4,3,722.692,0.963
reconstitute,12,0.14,0,0,2.83,14.1,"2,852.18","r%i.k""An.stI.tut",11,4,3,885.217,0.92
reconstruct,11,1.14,0,0,3.2,10.63,"2,227.90","r%i.k@n.str""Vkt",11,3,3,668.231,0.929
reconstructed,13,0.41,0,0,2.83,10.63,"2,596.58","r%i.k@n.str""Vkt.@d",13,4,4,730.857,1
reconstruction,14,1.61,0,0,3.17,11.95,"2,628.46","r%i.k@n.str""Vk.Sn=",12,4,4,738.407,1
reconstructs,12,#,0,0,#,#,"2,116.82","r%i.k@n.str""Vkts",12,3,4,843.808,1
recontamination,15,#,1,1,#,#,"3,180.64","r%i.k@n.t%a.m@.n""e.Sn=",13,6,4,961.6,0.833
reconvened,10,0.02,1,1,#,#,"2,847.89","r%i.k@n.v""ind",9,3,4,999.682,0.957
reconvenes,10,0.06,1,1,#,13,"2,848.33","r%i.k@n.v""inz",9,3,4,986.25,0.727
reconverting,12,#,0,0,#,#,"3,437.36","r%i.k@n.v""3`4.IN",10,4,4,872.083,0.889
recopied,8,#,0,0,#,#,"2,232.43","r%i.k""A.pid",7,3,3,833.08,0.926
record,6,85.59,1,0,4.15,6.3,"2,339.80","r""E.k@`d",5,2,1,651.667,1
recorded,8,8.41,1,4,#,6.3,"2,683.57","rI.k""Or4.@d",8,3,2,689.5,1
recorder,8,4.94,1,1,4.43,8.37,"2,923.14","rI.k""Or4.@`",7,3,2,639.321,1
recording,9,14.67,0,3,3.68,7,"3,048.75","rI.k""Or4.IN",8,3,2,632.643,1
recordings,10,1.75,0,0,#,7,"2,740.33","rI.k""Or4.INz",9,3,3,694.115,1
records,7,40.51,0,0,#,6.3,"2,019.00","r""E.k@`dz",6,2,2,587.654,0.963
recount,7,0.73,1,1,2.26,8.84,"2,477.67","r""i.kaUnt",6,2,2,681.296,1
recounted,9,0.06,0,1,#,8.84,"2,968.25","rI.k""aUn4.@d",8,3,2,665.893,1
recounting,10,0.14,1,1,#,8.84,"3,384.11","rI.k""aUn4.IN",8,3,2,728.423,1
recounts,8,1.06,0,0,#,8.84,"2,267.43","r""i.kaUnts",7,2,3,626.852,0.964
recoup,6,0.24,0,0,2.21,12.74,"2,079.40","rI.k""up",5,2,1,673.88,0.962
recouped,8,#,0,0,#,#,"2,363.57","rI.k""upt",6,2,2,798.76,0.926
recourse,8,0.75,0,1,2,13.35,"2,120.86","r""i.kOrs",6,2,1,723.667,0.923
recover,7,8.02,1,0,2.64,7.56,"2,820.17","rI.k""V.v@`",6,3,1,636.893,1
recoverable,11,0.1,0,0,2.56,12.21,"2,563.30","rI.k""V.v@`.@.bl=",9,5,2,758.24,0.962
recovered,9,8.78,0,2,#,7.56,"3,243.50","rI.k""V.v@`d",7,3,3,668.25,1
recovering,10,3.04,0,0,#,7.56,"3,401.00","rI.k""V.v@`.IN",8,4,2,615.462,1
recovers,8,0.55,1,2,#,7.56,"2,627.14","rI.k""V.v@`z",7,3,3,644.48,0.926
recovery,8,9.1,1,2,2.68,8.05,"2,507.86","rI.k""V.v@`.i",7,4,2,652.714,1
recreate,8,1.04,0,0,2.41,9.21,"3,081.86","r%i.kri.""et",7,3,2,693.8,0.962
recreated,9,0.47,2,0,#,9.21,"3,257.25","r%i.kri.""e4.@d",9,4,3,824.385,0.929
recreates,9,0.08,1,0,#,9.21,"3,257.75","r%i.kri.""ets",8,3,3,806.88,0.926
recreating,10,0.37,1,0,#,9.21,"3,641.00","r%i.kri.""e4.IN",9,4,3,804.227,0.846
recreation,10,1.86,0,0,2.82,8.83,"3,229.89","r%E.kri.""e.Sn=",8,4,1,706.077,0.963
recreational,12,1.04,0,0,2.85,8.89,"3,050.91","r%E.kri.""e.Sn=.@l",10,5,2,740.52,0.962
recriminate,11,0.04,0,0,#,14.89,"2,867.00","rI.kr""I.m@.net",10,4,3,920.391,1
recrimination,13,0.14,0,0,#,14.47,"3,013.83","rI.kr%I.m@.n""e.Sn=",11,5,4,904.2,0.87
recriminations,14,0.14,0,0,#,14.47,"2,924.77","rI.kr%I.m@.n""e.Sn=z",12,5,5,"1,015.32",0.826
recruit,7,3.69,0,0,3.48,10.68,"1,652.83","r@.kr""ut",6,2,1,636.321,1
recruited,9,2.73,1,0,#,10.68,"2,349.63","r@.kr""u4.@d",8,3,2,717.769,1
recruiter,9,0.69,1,0,4,#,"2,559.25","r@.kr""u4.@`",7,3,2,698.069,1
recruiting,10,2.29,0,0,2.74,#,"2,834.22","r@.kr""u4.IN",8,3,2,698.036,1
recruitment,11,0.82,0,0,2.48,10.5,"1,858.40","r@.kr""ut.m@nt",10,3,2,720.63,0.964
recruits,8,1.61,0,0,#,10.68,"1,560.43","r@.kr""uts",7,2,2,655.423,1
rectal,6,0.9,1,1,3.37,13.06,"2,384.80","r""Ek.t@l",6,2,2,694.731,0.963
rectangle,9,0.22,0,0,4.76,5,"2,514.25","r""Ek.taN.gl=",8,3,2,665.692,0.963
rectangular,11,0.43,0,0,4.11,5.42,"2,265.80","rEk.t""aN.gj@.l@`",11,4,3,698.852,0.964
rectification,13,0.02,0,0,2,14.8,"2,769.17","r%Ek.t@.f@.k""e.Sn=",11,5,3,"1,034.74",0.826
rectifier,9,#,0,0,2.56,#,"2,559.75","r""Ek.t@.faI@`",8,3,3,791.458,1
rectify,7,0.82,0,0,2.08,15.89,"2,062.83","r""Ek.t@.faI",7,3,2,752,0.962
rectilinear,11,#,0,0,#,#,"2,989.00","r%Ek.tI.l""I.ni@`",10,4,3,"1,127.89",0.562
rectitude,9,0.16,0,0,#,13,"2,204.25","r""Ek.tI.tud",8,3,2,782.579,0.792
rector,6,0.35,3,4,#,13.17,"2,220.60","r""Ek.t@`",5,2,1,666.407,1
rector's,8,#,1,4,#,#,"1,757.00","r""Ek.t@`z",6,2,2,631.25,0.966
rectory,7,0.53,0,1,#,14.31,"1,956.17","r""Ek.t@`.i",6,3,2,716.077,0.963
rectum,6,0.49,0,1,4.92,9.84,"1,670.40","r""Ek.t@m",6,2,2,604.444,1
recumbent,9,0.02,0,0,#,13.93,"1,906.63","rI.k""Vm.b@nt",9,3,3,746.32,0.926
recuperate,10,0.35,0,0,2.73,11.74,"2,935.22","rI.k""u.p@`.ret",9,4,1,758.043,0.92
recuperating,12,0.47,0,0,#,11.74,"3,419.36","rI.k""u.p@`.r%e4.IN",11,5,2,857.52,0.962
recuperation,12,0.08,0,0,2.96,11.53,"3,083.00","rI.k%u.p@`.r""e.Sn=",10,5,2,990.174,0.885
recur,5,0.04,0,1,2.5,11.17,"1,963.75","rI.k""3`",4,2,2,688.167,0.828
recurred,8,#,0,0,#,#,"2,494.29","rI.k""3`d",5,2,3,707.227,0.786
recurrence,10,0.29,0,1,2,11.79,"2,202.33","rI.k""3`.@ns",7,3,3,756.917,0.96
recurrent,9,0.25,0,1,1.93,10.84,"2,476.13","rI.k""3`.@nt",7,3,3,640.731,0.963
recurrently,11,0.02,0,0,2,#,"2,177.30","rI.k""3`.@nt.li",9,4,4,835.391,0.885
recurring,9,1.16,0,0,2.41,9.89,"2,765.13","rI.k""3`.IN",6,3,3,803.96,0.926
recursive,9,0.06,0,0,2.26,13,"1,724.50","rI.k""3`.sIv",7,3,3,737.625,0.889
recusant,8,#,0,0,#,#,"2,172.29","r""E.kj@.zn=t",8,3,2,946.5,0.455
recycle,7,0.86,0,0,2.97,10.61,"1,682.67","r%i.s""aI.kl=",6,3,2,628.115,1
red,3,148.06,11,27,4.24,3.68,"4,513.50","r""Ed",3,1,1,542.821,1
redactions,10,#,1,1,#,#,"2,879.00","rI.d""ak.Sn=z",8,3,3,943.357,0.778
redbirds,8,0.04,0,0,#,7.94,"1,649.57","""rEd%b3`dz",7,2,#,665.643,1
redbreast,9,0.12,0,0,#,8.69,"2,628.50","r""Ed.br%Est",8,2,2,778.714,1
redcoat,7,0.08,0,0,4.07,9.78,"2,689.00","r""Ed.k%ot",6,2,2,738.414,1
redcoats,8,0.37,0,0,#,9.78,"2,448.57","r""Ed.k%ots",7,2,3,671,0.929
redden,6,0.04,2,6,3.42,9.21,"3,130.00","r""Ed.n=",4,2,2,661.346,0.929
reddened,8,0.06,0,1,#,#,"3,201.43","r""Ed.n=d",5,2,3,719.522,0.885
redder,6,0.25,4,16,#,3.68,"3,599.20","r""E4.@`",4,2,2,663.16,0.926
redding,7,0.39,5,23,#,#,"3,654.00","r""E.4IN",5,2,1,660.846,0.929
reddish,7,0.2,0,4,3.42,6.17,"2,527.33","r""E4.IS",5,2,2,561.786,1
redecorate,10,1.02,0,0,3.55,9.74,"3,315.89","r%i.d""E.k@`.et",8,4,3,805.25,0.96
redecorated,11,0.35,0,0,#,9.74,"3,432.80","r%i.d""E.k@`.%e4.@d",10,5,4,807.964,1
redecorating,12,0.73,0,0,#,9.74,"3,730.82","r%i.d""E.k@`.%e4.IN",10,5,4,850.16,1
redecoration,12,0.12,0,0,2.79,10.06,"3,394.46","r%i.dE.k@`.""e.Sn=",9,5,3,908.357,1
rededicate,10,0.16,0,0,#,11.86,"3,406.78","r%i.d""E.4@.ket",9,4,2,"1,002.22",0.857
redeem,6,1.63,0,0,2.24,9.28,"2,701.80","rI.d""im",5,2,1,626.577,0.963
redeemed,8,0.63,0,0,#,9.28,"2,819.29","rI.d""imd",6,2,2,631.12,1
redeeming,9,0.57,0,0,#,#,"3,211.88","rI.d""im.IN",7,3,2,672.963,1
redefined,9,0.16,0,0,#,10.16,"3,316.25","r%i.dI.f""aInd",8,3,4,714.44,0.962
redefinition,12,0.04,0,0,2.38,12.39,"3,214.18","r%i.dE.f@n.""I.Sn=",10,5,4,821.909,0.917
redemption,10,2.2,0,0,1.88,10.89,"2,863.44","rI.d""Emp.Sn=",8,3,2,631.654,1
redemptive,10,#,0,0,1.59,#,"2,381.22","rI.d""Emp.tIv",9,3,2,795.304,0.852
redeploy,8,0.24,0,0,2.63,13.25,"2,098.14","r%i.dI.pl""OI",7,3,2,"1,023.89",0.643
redevelopment,13,0.25,0,0,2.14,13.11,"2,213.58","r%i.dI.v""E.l@p.m@nt",13,5,3,751.72,0.962
redhead,7,3.65,0,0,4.78,5.79,"2,280.00","r""Ed.h%Ed",6,2,2,641.923,0.963
redheaded,9,0.88,0,0,4.29,6.47,"2,595.75","r""Ed.h%E4.@d",8,3,3,695.931,1
redheads,8,0.55,0,1,#,5.79,"2,013.57","r""Ed.h%Edz",7,2,3,622.167,1
redirect,8,0.94,0,0,1.88,10.95,"2,670.86","r%i.d@.r""Ekt",8,3,2,729.036,1
redirecting,11,0.2,0,0,#,10.95,"3,428.70","r%i.d@.r""Ekt.IN",10,4,3,769.037,0.964
rediscover,10,0.22,0,0,1.79,11.25,"2,846.33","r%i.dI.sk""V.v@`",9,4,2,763.357,1
rediscovering,13,0.06,0,0,#,11.25,"3,275.42","r%i.dI.sk""V.v@`.IN",11,5,3,831.68,0.962
rediscovers,11,#,0,0,#,#,"2,708.60","r%i.dI.sk""V.v@`z",10,4,3,848.958,1
redistribute,12,0.16,0,0,2.55,11,"2,549.00","r%i.dI.str""I.bjut",12,4,3,931.5,0.88
